variety,location,year,trial,yield.standard
NYJ112-2,WI,2013,WI_2013,59.74
NYJ112-2,WI,2013,WI_2013,50.18
NYJ112-2,CA,2014,CA_2014,56.33
NYJ112-2,CA,2014,CA_2014,39.43
NYJ112-2,FL,2014,FL_2014,45.16
NYJ112-2,FL,2014,FL_2014,38.71
NYJ112-2,MI,2014,MI_2014,42.5
NYJ112-2,MI,2014,MI_2014,27.32
NYJ112-2,MO,2014,MO_2014,42.5
NYJ112-2,MO,2014,MO_2014,36.43
NYJ112-2,NC,2014,NC_2014,21.13
NYJ112-2,NC,2014,NC_2014,24.15
NYJ112-2,NY,2014,NY_2014,48.96
NYJ112-2,NY,2014,NY_2014,38.46
NYJ112-2,OR,2014,OR_2014,72.87
NYJ112-2,OR,2014,OR_2014,117.93
NYJ112-2,TX,2014,TX_2014,54.22
NYJ112-2,TX,2014,TX_2014,39.76
NYJ112-2,WI,2014,WI_2014,66.91
NYJ112-2,WI,2014,WI_2014,66.91
NYJ15-7,CA,2012,CA_2012,41.36
NYJ15-7,FL,2012,FL_2012,22.58
NYJ15-7,MI,2012,MI_2012,54.65
NYJ15-7,MO,2012,MO_2012,66.79
NYJ15-7,NC,2012,NC_2012,26.99
NYJ15-7,ND,2012,ND_2012,NA
NYJ15-7,NY,2012,NY_2012,45.46
NYJ15-7,OR,2012,OR_2012,92.68
NYJ15-7,TX,2012,TX_2012,45.06
NYJ15-7,WI,2012,WI_2012,88.41
NYJ2-29,CA,2012,CA_2012,49.63
NYJ2-29,FL,2012,FL_2012,22.58
NYJ2-29,MI,2012,MI_2012,36.43
NYJ2-29,MO,2012,MO_2012,51.61
NYJ2-29,NC,2012,NC_2012,43.85
NYJ2-29,ND,2012,ND_2012,NA
NYJ2-29,NY,2012,NY_2012,34.97
NYJ2-29,OR,2012,OR_2012,67.11
NYJ2-29,TX,2012,TX_2012,53.25
NYJ2-29,WI,2012,WI_2012,59.74
NYJ2-29,CA,2013,CA_2013,45.49
NYJ2-29,CA,2013,CA_2013,24.81
NYJ2-29,FL,2013,FL_2013,19.35
NYJ2-29,FL,2013,FL_2013,22.58
NYJ2-29,MI,2013,MI_2013,33.4
NYJ2-29,MI,2013,MI_2013,30.36
NYJ2-29,MO,2013,MO_2013,51.61
NYJ2-29,MO,2013,MO_2013,45.54
NYJ2-29,NC,2013,NC_2013,40.48
NYJ2-29,NC,2013,NC_2013,40.48
NYJ2-29,NY,2013,NY_2013,55.95
NYJ2-29,NY,2013,NY_2013,45.46
NYJ2-29,OR,2013,OR_2013,76.7
NYJ2-29,OR,2013,OR_2013,83.09
NYJ2-29,TX,2013,TX_2013,45.06
NYJ2-29,TX,2013,TX_2013,51.2
NYJ2-29,WI,2013,WI_2013,64.52
NYJ2-29,WI,2013,WI_2013,62.13
NYK27-1,CA,2014,CA_2014,45.06
NYK27-1,FL,2014,FL_2014,32.26
NYK27-1,MI,2014,MI_2014,33.4
NYK27-1,MO,2014,MO_2014,48.58
NYK27-1,NC,2014,NC_2014,18.11
NYK27-1,NY,2014,NY_2014,41.96
NYK27-1,OR,2014,OR_2014,100.99
NYK27-1,TX,2014,TX_2014,57.83
NYK27-1,WI,2014,WI_2014,71.68
NYK27-3,CA,2014,CA_2014,35.67
NYK27-3,FL,2014,FL_2014,41.94
NYK27-3,MI,2014,MI_2014,63.76
NYK27-3,MO,2014,MO_2014,60.72
NYK27-3,NC,2014,NC_2014,30.18
NYK27-3,NY,2014,NY_2014,48.96
NYK27-3,OR,2014,OR_2014,107.38
NYK27-3,TX,2014,TX_2014,54.22
NYK27-3,WI,2014,WI_2014,66.91
NYK27-3,CA,2015,CA_2015,80.92
NYK27-3,CA,2015,CA_2015,82.99
NYK27-3,FL,2015,FL_2015,51.29
NYK27-3,FL,2015,FL_2015,46.13
NYK27-3,MI,2015,MI_2015,43.11
NYK27-3,MI,2015,MI_2015,63.76
NYK27-3,NC,2015,NC_2015,46.12
NYK27-3,NC,2015,NC_2015,34.74
NYK27-3,NY,2015,NY_2015,47.56
NYK27-3,NY,2015,NY_2015,52.45
NYK27-3,OR,2015,OR_2015,186.32
NYK27-3,OR,2015,OR_2015,140.62
NYK27-3,TX,2015,TX_2015,75.18
NYK27-3,TX,2015,TX_2015,62.17
NYK27-3,WI,2015,WI_2015,110.63
NYK27-3,WI,2015,WI_2015,94.62
NYK27-3,CA,2016,CA_2016,45.08
NYK27-3,CA,2016,CA_2016,50.45
NYK27-3,FL,2016,FL_2016,43.55
NYK27-3,FL,2016,FL_2016,23.87
NYK27-3,MI,2016,MI_2016,65.88
NYK27-3,MI,2016,MI_2016,87.44
NYK27-3,NC,2016,NC_2016,40.75
NYK27-3,NC,2016,NC_2016,47.92
NYK27-3,NY,2016,NY_2016,59.1
NYK27-3,NY,2016,NY_2016,49.65
NYK27-3,TX,2016,TX_2016,45.9
NYK27-3,TX,2016,TX_2016,41.75
NYK27-3,WI,2016,WI_2016,87.93
NYK27-3,WI,2016,WI_2016,103.23
NYK28-18,CA,2014,CA_2014,56.33
NYK28-18,FL,2014,FL_2014,38.71
NYK28-18,MI,2014,MI_2014,78.94
NYK28-18,MO,2014,MO_2014,66.79
NYK28-18,NC,2014,NC_2014,21.13
NYK28-18,NY,2014,NY_2014,45.46
NYK28-18,OR,2014,OR_2014,124
NYK28-18,TX,2014,TX_2014,68.67
NYK28-18,WI,2014,WI_2014,78.85
NYK28-18,CA,2015,CA_2015,79.05
NYK28-18,CA,2015,CA_2015,75.29
NYK28-18,FL,2015,FL_2015,35.81
NYK28-18,FL,2015,FL_2015,47.1
NYK28-18,MI,2015,MI_2015,69.83
NYK28-18,MI,2015,MI_2015,43.42
NYK28-18,NC,2015,NC_2015,40.14
NYK28-18,NC,2015,NC_2015,36.79
NYK28-18,NY,2015,NY_2015,44.41
NYK28-18,NY,2015,NY_2015,48.26
NYK28-18,OR,2015,OR_2015,113.13
NYK28-18,OR,2015,OR_2015,126.56
NYK28-18,TX,2015,TX_2015,77.35
NYK28-18,TX,2015,TX_2015,61.08
NYK28-18,WI,2015,WI_2015,93.19
NYK28-18,WI,2015,WI_2015,89.37
NYL17-3,CA,2015,CA_2015,96.88
NYL17-3,FL,2015,FL_2015,55.81
NYL17-3,MI,2015,MI_2015,34
NYL17-3,NC,2015,NC_2015,45.94
NYL17-3,NY,2015,NY_2015,46.51
NYL17-3,OR,2015,OR_2015,78.94
NYL17-3,TX,2015,TX_2015,82.41
NYL17-3,WI,2015,WI_2015,78.85
NYL17-3,CA,2016,CA_2016,47.15
NYL17-3,CA,2016,CA_2016,52.52
NYL17-3,FL,2016,FL_2016,42.26
NYL17-3,FL,2016,FL_2016,33.23
NYL17-3,MI,2016,MI_2016,61.02
NYL17-3,MI,2016,MI_2016,57.08
NYL17-3,NC,2016,NC_2016,39.66
NYL17-3,NC,2016,NC_2016,28.55
NYL17-3,NY,2016,NY_2016,19.58
NYL17-3,NY,2016,NY_2016,35.67
NYL17-3,TX,2016,TX_2016,33.07
NYL17-3,TX,2016,TX_2016,55.3
NYL17-3,WI,2016,WI_2016,87.22
NYL17-3,WI,2016,WI_2016,73.36
NYL2-12,CA,2015,CA_2015,71.54
NYL2-12,FL,2015,FL_2015,47.74
NYL2-12,MI,2015,MI_2015,33.4
NYL2-12,NC,2015,NC_2015,25.5
NYL2-12,NY,2015,NY_2015,47.21
NYL2-12,OR,2015,OR_2015,103.23
NYL2-12,TX,2015,TX_2015,52.41
NYL2-12,WI,2015,WI_2015,57.35
NYL2-12,CA,2016,CA_2016,45.91
NYL2-12,CA,2016,CA_2016,57.07
NYL2-12,FL,2016,FL_2016,36.45
NYL2-12,FL,2016,FL_2016,30
NYL2-12,MI,2016,MI_2016,54.65
NYL2-12,MI,2016,MI_2016,55.56
NYL2-12,NC,2016,NC_2016,27.08
NYL2-12,NC,2016,NC_2016,28.25
NYL2-12,NY,2016,NY_2016,20.28
NYL2-12,NY,2016,NY_2016,31.12
NYL2-12,TX,2016,TX_2016,53.67
NYL2-12,TX,2016,TX_2016,52.77
NYL2-12,WI,2016,WI_2016,62.37
NYL2-12,WI,2016,WI_2016,68.1
NYL7-2,CA,2015,CA_2015,65.72
NYL7-2,FL,2015,FL_2015,31.61
NYL7-2,MI,2015,MI_2015,31.57
NYL7-2,NC,2015,NC_2015,30.91
NYL7-2,NY,2015,NY_2015,41.61
NYL7-2,OR,2015,OR_2015,124
NYL7-2,TX,2015,TX_2015,64.7
NYL7-2,WI,2015,WI_2015,NA
NYL7-2,CA,2016,CA_2016,39.29
NYL7-2,CA,2016,CA_2016,47.56
NYL7-2,FL,2016,FL_2016,35.81
NYL7-2,FL,2016,FL_2016,32.26
NYL7-2,MI,2016,MI_2016,58.6
NYL7-2,MI,2016,MI_2016,55.26
NYL7-2,NC,2016,NC_2016,42.89
NYL7-2,NC,2016,NC_2016,30.21
NYL7-2,NY,2016,NY_2016,38.46
NYL7-2,NY,2016,NY_2016,27.28
NYL7-2,TX,2016,TX_2016,65.24
NYL7-2,TX,2016,TX_2016,62.35
NYL7-2,WI,2016,WI_2016,43.73
NYL7-2,WI,2016,WI_2016,83.63
NYL8-12,CA,2015,CA_2015,65.9
NYL8-12,FL,2015,FL_2015,41.61
NYL8-12,MI,2015,MI_2015,30.97
NYL8-12,NC,2015,NC_2015,34.53
NYL8-12,NY,2015,NY_2015,43.36
NYL8-12,OR,2015,OR_2015,128.47
NYL8-12,TX,2015,TX_2015,51.69
NYL8-12,WI,2015,WI_2015,82.2
NYL8-12,CA,2016,CA_2016,67
NYL8-12,CA,2016,CA_2016,55.83
NYL8-12,FL,2016,FL_2016,28.71
NYL8-12,FL,2016,FL_2016,30.32
NYL8-12,MI,2016,MI_2016,37.95
NYL8-12,MI,2016,MI_2016,35.52
NYL8-12,NC,2016,NC_2016,26.3
NYL8-12,NC,2016,NC_2016,34.5
NYL8-12,NY,2016,NY_2016,46.51
NYL8-12,NY,2016,NY_2016,53.5
NYL8-12,TX,2016,TX_2016,43.19
NYL8-12,TX,2016,TX_2016,18.07
NYL8-12,WI,2016,WI_2016,78.85
NYL8-12,WI,2016,WI_2016,91.52
NYM7-4,CA,2016,CA_2016,53.76
NYM7-4,FL,2016,FL_2016,37.1
NYM7-4,MI,2016,MI_2016,51.61
NYM7-4,NC,2016,NC_2016,50.17
NYM7-4,NY,2016,NY_2016,47.56
NYM7-4,OR,2016,OR_2016,98.43
NYM7-4,TX,2016,TX_2016,43.19
NYM7-4,WI,2016,WI_2016,76.94
NYM7-6,CA,2016,CA_2016,51.7
NYM7-6,FL,2016,FL_2016,43.55
NYM7-6,MI,2016,MI_2016,55.56
NYM7-6,NC,2016,NC_2016,45.58
NYM7-6,NY,2016,NY_2016,38.46
NYM7-6,OR,2016,OR_2016,96.19
NYM7-6,WI,2016,WI_2016,62.37
NYM8-5,CA,2016,CA_2016,45.08
NYM8-5,FL,2016,FL_2016,34.84
NYM8-5,MI,2016,MI_2016,52.83
NYM8-5,NC,2016,NC_2016,41.02
NYM8-5,NY,2016,NY_2016,60.15
NYM8-5,OR,2016,OR_2016,64.24
NYM8-5,TX,2016,TX_2016,56.02
NYWJ11-5,CA,2013,CA_2013,41.36
NYWJ11-5,FL,2013,FL_2013,32.26
NYWJ11-5,MI,2013,MI_2013,63.76
NYWJ11-5,MO,2013,MO_2013,39.47
NYWJ11-5,NC,2013,NC_2013,43.85
NYWJ11-5,NY,2013,NY_2013,62.94
NYWJ11-5,OR,2013,OR_2013,86.29
NYWJ11-5,TX,2013,TX_2013,32.77
NYWJ11-5,WI,2013,WI_2013,62.13
NYWJ11-5,CA,2014,CA_2014,46.94
NYWJ11-5,CA,2014,CA_2014,43.18
NYWJ11-5,FL,2014,FL_2014,51.61
NYWJ11-5,FL,2014,FL_2014,64.52
NYWJ11-5,MI,2014,MI_2014,45.54
NYWJ11-5,MI,2014,MI_2014,57.69
NYWJ11-5,MO,2014,MO_2014,63.76
NYWJ11-5,MO,2014,MO_2014,60.72
NYWJ11-5,NC,2014,NC_2014,33.2
NYWJ11-5,NC,2014,NC_2014,39.24
NYWJ11-5,NY,2014,NY_2014,69.94
NYWJ11-5,NY,2014,NY_2014,62.94
NYWJ11-5,OR,2014,OR_2014,98.75
NYWJ11-5,OR,2014,OR_2014,132.63
NYWJ11-5,TX,2014,TX_2014,54.22
NYWJ11-5,TX,2014,TX_2014,68.67
NYWJ11-5,WI,2014,WI_2014,71.68
NYWJ11-5,WI,2014,WI_2014,81.24
OR12479-5,CA,2016,CA_2016,52.94
OR12479-5,FL,2016,FL_2016,40.32
OR12479-5,MI,2016,MI_2016,40.08
OR12479-5,NC,2016,NC_2016,26.16
OR12479-5,NY,2016,NY_2016,22.73
OR12479-5,OR,2016,OR_2016,96.83
OR12479-5,TX,2016,TX_2016,39.4
OR12479-5,WI,2016,WI_2016,84.83
OR9256-2,CA,2016,CA_2016,47.56
OR9256-2,CA,2016,CA_2016,36.39
OR9256-2,FL,2016,FL_2016,41.29
OR9256-2,FL,2016,FL_2016,36.45
OR9256-2,MI,2016,MI_2016,47.97
OR9256-2,MI,2016,MI_2016,37.95
OR9256-2,NC,2016,NC_2016,43.11
OR9256-2,NC,2016,NC_2016,17.98
OR9256-2,NY,2016,NY_2016,33.22
OR9256-2,NY,2016,NY_2016,20.98
OR9256-2,TX,2016,TX_2016,51.14
OR9256-2,TX,2016,TX_2016,42.29
OR9256-2,WI,2016,WI_2016,69.06
OR9256-2,WI,2016,WI_2016,59.5
Pike,MI,2012,MI_2012,42.5
Pike,MI,2014,MI_2014,24.29
Pike,MI,2014,MI_2014,27.32
Pike,MI,2014,MI_2014,24.29
Pike,MI,2014,MI_2014,18.22
Pike,MO,2014,MO_2014,57.69
Pike,MO,2014,MO_2014,51.61
Pike,MO,2014,MO_2014,48.58
Pike,MO,2014,MO_2014,54.65
Pike,TX,2014,TX_2014,43.37
Pike,TX,2014,TX_2014,43.37
Pike,TX,2014,TX_2014,57.83
Pike,CA,2015,CA_2015,49
Pike,FL,2015,FL_2015,39.03
Pike,FL,2015,FL_2015,42.58
Pike,FL,2015,FL_2015,40.97
Pike,FL,2015,FL_2015,39.03
Pike,MI,2015,MI_2015,32.49
Pike,MI,2015,MI_2015,35.83
Pike,MI,2015,MI_2015,31.27
Pike,MI,2015,MI_2015,31.88
Pike,NC,2015,NC_2015,36.28
Pike,NC,2015,NC_2015,25.08
Pike,NC,2015,NC_2015,34.14
Pike,NC,2015,NC_2015,15.88
Pike,NC,2015,NC_2015,33.8
Pike,NC,2015,NC_2015,26.68
Pike,NC,2015,NC_2015,39.87
Pike,NC,2015,NC_2015,25.2
Pike,NY,2015,NY_2015,38.46
Pike,NY,2015,NY_2015,40.21
Pike,NY,2015,NY_2015,34.62
Pike,NY,2015,NY_2015,38.46
Pike,NY,2015,NY_2015,33.92
Pike,NY,2015,NY_2015,33.22
Pike,OR,2015,OR_2015,75.74
Pike,OR,2015,OR_2015,85.01
Pike,OR,2015,OR_2015,89.8
Pike,TX,2015,TX_2015,71.93
Pike,TX,2015,TX_2015,57.83
Pike,WI,2015,WI_2015,75.99
Pike,WI,2015,WI_2015,67.86
Pike,FL,2016,FL_2016,40.65
Pike,FL,2016,FL_2016,40
Pike,FL,2016,FL_2016,39.35
Pike,FL,2016,FL_2016,33.87
Pike,MI,2016,MI_2016,30.06
Pike,MI,2016,MI_2016,42.81
Pike,MI,2016,MI_2016,39.17
Pike,MI,2016,MI_2016,34.61
Pike,NC,2016,NC_2016,30.42
Pike,NC,2016,NC_2016,25.64
Pike,NC,2016,NC_2016,27.08
Pike,NC,2016,NC_2016,27.87
Pike,NY,2016,NY_2016,34.27
Pike,NY,2016,NY_2016,42.66
Pike,NY,2016,NY_2016,39.51
Pike,NY,2016,NY_2016,38.46
Pike,OR,2016,OR_2016,59.44
Pike,WI,2016,WI_2016,70.25
Pike,WI,2016,WI_2016,51.85
Snowden,FL,2011,FL_2011,32.26
Snowden,MI,2011,MI_2011,60.72
Snowden,MI,2011,MI_2011,48.58
Snowden,MO,2011,MO_2011,24.29
Snowden,MO,2011,MO_2011,24.29
Snowden,MO,2011,MO_2011,NA
Snowden,MO,2011,MO_2011,NA
Snowden,MO,2011,MO_2011,24.29
Snowden,NC,2011,NC_2011,33.73
Snowden,NC,2011,NC_2011,33.73
Snowden,NC,2011,NC_2011,33.73
Snowden,ND,2011,ND_2011,NA
Snowden,ND,2011,ND_2011,NA
Snowden,ND,2011,ND_2011,NA
Snowden,NY,2011,NY_2011,45.46
Snowden,NY,2011,NY_2011,55.95
Snowden,NY,2011,NY_2011,48.96
Snowden,NY,2011,NY_2011,59.45
Snowden,WI,2011,WI_2011,NA
Snowden,WI,2011,WI_2011,NA
Snowden,WI,2011,WI_2011,NA
Snowden,WI,2011,WI_2011,NA
Snowden,FL,2012,FL_2012,29.03
Snowden,MI,2012,MI_2012,45.54
Snowden,MI,2012,MI_2012,30.36
Snowden,MI,2012,MI_2012,45.54
Snowden,MO,2012,MO_2012,66.79
Snowden,MO,2012,MO_2012,57.69
Snowden,MO,2012,MO_2012,48.58
Snowden,NC,2012,NC_2012,43.85
Snowden,NC,2012,NC_2012,33.73
Snowden,NC,2012,NC_2012,47.23
Snowden,ND,2012,ND_2012,NA
Snowden,ND,2012,ND_2012,NA
Snowden,ND,2012,ND_2012,NA
Snowden,NY,2012,NY_2012,34.97
Snowden,NY,2012,NY_2012,41.96
Snowden,OR,2012,OR_2012,73.5
Snowden,OR,2012,OR_2012,73.5
Snowden,OR,2012,OR_2012,89.48
Snowden,OR,2012,OR_2012,89.48
Snowden,OR,2012,OR_2012,73.5
Snowden,WI,2012,WI_2012,95.58
Snowden,WI,2012,WI_2012,71.68
Snowden,WI,2012,WI_2012,86.02
Snowden,WI,2012,WI_2012,88.41
Snowden,WI,2012,WI_2012,71.68
Snowden,CA,2013,CA_2013,53.76
Snowden,CA,2013,CA_2013,49.63
Snowden,FL,2013,FL_2013,12.9
Snowden,FL,2013,FL_2013,25.81
Snowden,FL,2013,FL_2013,35.48
Snowden,MI,2013,MI_2013,42.5
Snowden,MI,2013,MI_2013,42.5
Snowden,MO,2013,MO_2013,42.5
Snowden,MO,2013,MO_2013,54.65
Snowden,MO,2013,MO_2013,48.58
Snowden,NC,2013,NC_2013,30.36
Snowden,NC,2013,NC_2013,30.36
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,30.36
Snowden,NC,2013,NC_2013,30.36
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,30.36
Snowden,NC,2013,NC_2013,30.36
Snowden,NC,2013,NC_2013,30.36
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,26.99
Snowden,NC,2013,NC_2013,26.99
Snowden,NC,2013,NC_2013,26.99
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,26.99
Snowden,NC,2013,NC_2013,26.99
Snowden,NC,2013,NC_2013,26.99
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,26.99
Snowden,NC,2013,NC_2013,26.99
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,40.48
Snowden,NC,2013,NC_2013,43.85
Snowden,NC,2013,NC_2013,43.85
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,33.73
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NC,2013,NC_2013,37.11
Snowden,NY,2013,NY_2013,59.45
Snowden,NY,2013,NY_2013,66.44
Snowden,OR,2013,OR_2013,83.09
Snowden,OR,2013,OR_2013,86.29
Snowden,OR,2013,OR_2013,102.27
Snowden,TX,2013,TX_2013,51.2
Snowden,TX,2013,TX_2013,49.16
Snowden,WI,2013,WI_2013,64.52
Snowden,WI,2013,WI_2013,69.3
Snowden,WI,2013,WI_2013,54.96
Snowden,CA,2014,CA_2014,52.57
Snowden,CA,2014,CA_2014,52.57
Snowden,FL,2014,FL_2014,48.39
Snowden,FL,2014,FL_2014,45.16
Snowden,FL,2014,FL_2014,45.16
Snowden,FL,2014,FL_2014,51.61
Snowden,FL,2014,FL_2014,45.16
Snowden,MI,2014,MI_2014,54.65
Snowden,MI,2014,MI_2014,39.47
Snowden,MI,2014,MI_2014,39.47
Snowden,MI,2014,MI_2014,51.61
Snowden,MO,2014,MO_2014,63.76
Snowden,MO,2014,MO_2014,66.79
Snowden,MO,2014,MO_2014,63.76
Snowden,MO,2014,MO_2014,45.54
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,33.2
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,15.09
Snowden,NC,2014,NC_2014,15.09
Snowden,NC,2014,NC_2014,15.09
Snowden,NC,2014,NC_2014,15.09
Snowden,NC,2014,NC_2014,15.09
Snowden,NC,2014,NC_2014,15.09
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,27.16
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,30.18
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NC,2014,NC_2014,36.22
Snowden,NY,2014,NY_2014,59.45
Snowden,NY,2014,NY_2014,55.95
Snowden,NY,2014,NY_2014,66.44
Snowden,NY,2014,NY_2014,48.96
Snowden,NY,2014,NY_2014,48.96
Snowden,NY,2014,NY_2014,55.95
Snowden,OR,2014,OR_2014,114.41
Snowden,OR,2014,OR_2014,101.95
Snowden,OR,2014,OR_2014,134.55
Snowden,OR,2014,OR_2014,134.55
Snowden,OR,2014,OR_2014,114.41
Snowden,TX,2014,TX_2014,46.99
Snowden,TX,2014,TX_2014,50.6
Snowden,TX,2014,TX_2014,79.52
Snowden,WI,2014,WI_2014,66.91
Snowden,WI,2014,WI_2014,66.91
Snowden,CA,2015,CA_2015,103.45
Snowden,FL,2015,FL_2015,38.06
Snowden,FL,2015,FL_2015,45.81
Snowden,FL,2015,FL_2015,42.26
Snowden,FL,2015,FL_2015,45.81
Snowden,MI,2015,MI_2015,45.54
Snowden,MI,2015,MI_2015,38.86
Snowden,MI,2015,MI_2015,29.45
Snowden,MI,2015,MI_2015,38.86
Snowden,NC,2015,NC_2015,40.17
Snowden,NC,2015,NC_2015,39.21
Snowden,NC,2015,NC_2015,44.7
Snowden,NC,2015,NC_2015,37.03
Snowden,NC,2015,NC_2015,30.85
Snowden,NC,2015,NC_2015,41.71
Snowden,NC,2015,NC_2015,46.48
Snowden,NC,2015,NC_2015,44.01
Snowden,NY,2015,NY_2015,48.96
Snowden,NY,2015,NY_2015,51.75
Snowden,NY,2015,NY_2015,44.06
Snowden,NY,2015,NY_2015,44.76
Snowden,NY,2015,NY_2015,40.21
Snowden,NY,2015,NY_2015,44.41
Snowden,NY,2015,NY_2015,45.11
Snowden,OR,2015,OR_2015,126.88
Snowden,OR,2015,OR_2015,153.72
Snowden,OR,2015,OR_2015,84.69
Snowden,OR,2015,OR_2015,164.91
Snowden,TX,2015,TX_2015,65.42
Snowden,TX,2015,TX_2015,55.66
Snowden,TX,2015,TX_2015,63.97
Snowden,WI,2015,WI_2015,69.06
Snowden,WI,2015,WI_2015,80.29
Snowden,WI,2015,WI_2015,93.19
Snowden,CA,2016,CA_2016,52.11
Snowden,CA,2016,CA_2016,56.24
Snowden,CA,2016,CA_2016,43.42
Snowden,CA,2016,CA_2016,43.84
Snowden,CA,2016,CA_2016,47.56
Snowden,FL,2016,FL_2016,37.74
Snowden,FL,2016,FL_2016,36.77
Snowden,FL,2016,FL_2016,42.26
Snowden,FL,2016,FL_2016,32.26
Snowden,MI,2016,MI_2016,49.49
Snowden,MI,2016,MI_2016,47.36
Snowden,MI,2016,MI_2016,64.97
Snowden,MI,2016,MI_2016,49.79
Snowden,NC,2016,NC_2016,43.71
Snowden,NC,2016,NC_2016,33.58
Snowden,NC,2016,NC_2016,32.11
Snowden,NC,2016,NC_2016,37.51
Snowden,NY,2016,NY_2016,43.71
Snowden,NY,2016,NY_2016,41.26
Snowden,NY,2016,NY_2016,38.46
Snowden,NY,2016,NY_2016,38.46
Snowden,OR,2016,OR_2016,99.07
Snowden,TX,2016,TX_2016,40.3
Snowden,TX,2016,TX_2016,40.66
Snowden,WI,2016,WI_2016,85.3
Snowden,WI,2016,WI_2016,85.78
