marker,chrom,position,A03921.2,A06084.1TE,A06862.18VR,AF4950.2,AF4953.6,AF5091.2,AF5179.4,AO06070.1KF,AOR07781.5,AOR08032.1,AW07773.1rus,AW07781.1rus,CO07049.1RU,W10039.2rus,W10074.16rus,W10074.3rus,W10074.8rus,W10594.16rus,A07098.4,A071012.4BF,A07705.4,A07769.4,A08422.2VRsto,A09086.1LB,A09119.4LB,A10007.3,A10063.1,A10071.1,A10508.2LB,A10594.8VR,A10595.13sto,A10611.3adg,A10688.1adgsto,A10947.3CSR,A11188.1,A11194.1,A11226.1,A11234.2,A11252.10,A11326.1,A11737.1LB,A12114.7,A12115.16sto,A12314.1sto,AAF07521.1,AAF10237.4,AAF10245.1,AAF10615.1,AAF10943.4,AF5071.2,AF5406.10,AF5406.7,AF5407.13,AF5469.2,AF5492.6,AF5494.3,AF5521.1,AF5628.2,AF5644.8,AF5661.13,AF5731.11,AF5750.16,AF5750.17,AF5762.4,AF5789.1,AO02183.2,AOR06576.1,AOR08540.1,AOR10633.1,AOR12149.1,AOR13064.2,AW06108.1rus,AW07791.2rus,W13A11229.1rus,CO09036.2RU,CO09205.2RU,CO10094.5RU,CO11009.3RU,COA11013.2,COAF11149.5,COTX09052.2Ru,ND050032.4Russ,ND060735.4Russ,ND060761B.3Russ,ND070927.2Russ,ND091933ABCR.7Russ,ND09193BR.2Russ,ND092007R.2Russ,ND113100.1Russ,ND113224C.3Russ,ND12154AB.2Russ,ND12157.3Russ,ND12163AB.2Russ,ND12205B.4Russ,ND12241YB.2Russ,ND13242B.8Russ,ND13243B.14Russ,ND13243B.3Russ,ND13288.2Russ,NDAF092412.3Rus,NDAF113476CB.3,W13012.18rus,W9850.5rus,A08292.1LB,A09022.4,A09136.9LB,A10020.3sto,A10635.2VR,A12076.4sto,A12304.1sto,A12304.4sto,A12305.2adg,A12308.4VR,A12327.5VR,A13036.1,AAF10596.1,AF5711.2,AF5735.8,AF5736.16,AF5741.6,AF5770.7,AFA5661.8,AOR10093.11,AOR10129.1,AOR10654.11,AOR11027.4,CO12152.1RU,CO12246.1RU,CO12378.1RU,COAF11018.10,W9742.3rus,A13038.3,AF5707.1,ND14110B.1Russ,ND1412Y.5Russ
solcap_snp_c1_13121,chr08,51635937,3,3,4,2,3,1,3,3,2,4,3,3,1,4,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,2,2,3,2,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,2,3,2,3,2,3,3,2,3,3,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
solcap_snp_c2_44472,chr08,51643005,0,0,0,1,1,1,0,1,1,0,1,0,1,0,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,1,0,0,0,0,0,1,2,2,0,0,0,1,2,1,0,0,0,1,0,0,0,2,1,0,0,1,1,1,0,0,0,2,1,1,1,1,1,1,0,1,2,1,1,3,2,1,1,1,0,1,0,0,0,1,1,1,4,1,0,0,2,1,2,2,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,2,0,0,0,2,1,1,1,1,1,1,1,0,1,1
solcap_snp_c2_44474,chr08,51644270,3,1,1,3,3,3,1,3,2,3,3,2,3,0,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,3,2,2,2,2,3,3,2,3,2,3,3,2,3,2,3,2,2,2,2,2,2,2,3,2,2,1,2,2,2,3,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,2,3,2,3,3,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,2,2,3,3,2,2
PotVar0063333,chr08,51723600,1,2,2,1,0,2,2,1,1,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,2,3,2,2,1,3,2,0,2,1,3,2,2,3,2,2,3,3,2,1,3,1,0,3,0,2,0,1,2,1,1,2,1,2,0,1,0,1,1,2,0,1,3,2,2,2,0,2,2,2,0,0,0,1,1,0,1,1,0,2,3,0,2,2,1,1,2,3,2,2,0,0,0,1,1,0,3,0,0,2,2,2,3,1,2,0,1,1,1,2,0,1,2,0,3,1,0,2,3,2,1,0,1,1,0,2,2,1,2,2,1
PotVar0063310,chr08,51724082,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,4,4,2,1,3,2,3,3,3,3,2,2,3,3,3,2,4,2,1,3,1,2,2,3,3,2,4,3,3,2,4,4,2,1,2,4,3,3,3,4,4,3,2,2,3,3,2,2,1,1,2,2,3,3,1,3,3,4,3,4,4,4,3,3,3,3,2,2,2,3,4,2,3,1,3,2,3,3,4,2,3,1,1,2,2,3,2,3,3,3,3,3,1,4,4,2,4,1,3,3,2,3,4,2,4,3,2
PotVar0063167,chr08,51726760,2,3,3,3,3,3,3,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,4,4,2,2,3,2,3,3,3,3,2,2,3,3,3,2,4,2,1,3,1,2,2,3,3,2,4,3,3,2,4,4,2,2,2,4,3,3,3,4,4,3,2,2,3,3,2,2,1,2,2,2,3,3,1,3,3,4,3,4,4,4,3,3,3,3,2,2,2,3,4,2,3,1,3,2,3,3,4,2,3,1,1,2,2,3,2,3,3,3,3,3,1,4,4,2,4,1,3,3,3,3,4,2,4,3,2
solcap_snp_c2_44515,chr08,51743170,1,0,0,1,1,1,0,0,1,0,2,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0
solcap_snp_c2_44522,chr08,51787167,0,1,0,1,0,1,1,0,1,0,0,1,2,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,3,1,0,0,3,1,1,0,1,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,1,1
solcap_snp_c1_13094,chr08,51791630,0,0,0,1,1,1,0,0,0,0,2,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,1,0,1,1,0,0,0,0
solcap_snp_c1_15031,chr08,51935605,4,3,4,4,4,3,3,4,3,4,4,3,2,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4
solcap_snp_c2_52694,chr08,51996135,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
solcap_snp_c2_52699,chr08,52035514,0,0,0,1,1,1,0,0,0,0,2,0,1,0,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0
solcap_snp_c2_52702,chr08,52059418,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,4,4,2,3,4,3,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4
solcap_snp_c2_53854,chr08,52151159,3,1,3,1,2,1,1,2,0,4,0,1,0,1,0,2,2,1,1,2,2,0,2,2,2,2,3,2,0,2,2,2,1,3,3,2,1,2,2,3,2,0,2,3,0,2,3,0,3,2,2,1,1,2,0,1,1,2,0,0,1,2,2,0,1,1,1,0,2,1,2,3,1,1,1,2,2,2,1,2,1,1,2,1,1,1,1,0,0,0,2,1,1,1,2,1,2,1,0,2,0,3,1,3,1,2,1,2,3,3,4,3,3,3,2,0,1,1,1,1,3,0,2,4,0,2,1,1,2,1,0,3,1,0,2
solcap_snp_c1_15868,chr08,52235389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,1,1,1,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0
solcap_snp_c2_49598,chr08,52287153,4,3,4,3,4,3,2,4,2,4,4,3,2,4,3,4,3,4,4,4,2,4,3,3,3,4,4,4,2,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,1,2,4,3,1,3,3,4,3,3,4,4,4,1,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,2,1,3,2,3,4,3,2,3,4,3,3,3,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,3,3,2,4,2,4,3,4,4,4,4,3,3,4,3,4,4,2,3,3
solcap_snp_c2_49596,chr08,52287217,4,3,4,3,4,3,2,4,2,4,4,3,2,4,3,4,3,4,4,4,2,4,3,3,3,4,4,4,1,4,4,4,4,4,4,4,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,1,2,4,3,1,2,3,4,3,3,4,4,4,1,3,3,4,4,3,4,4,4,4,4,4,4,3,4,4,3,4,4,2,1,3,2,3,4,3,2,3,4,3,3,2,4,4,4,3,4,4,3,4,3,4,4,4,4,4,4,4,2,3,2,4,2,4,3,4,4,4,4,3,3,4,3,4,4,2,3,3
solcap_snp_c2_49592,chr08,52311891,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,1,0,1,0,2,1,2,0,1,1,0,0,0,1,1,1,2,0,1,1,3,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,2,0,2,2,0,0,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,2,0,1,0,1,0,0,2,1,0,0,1,1,1,1,0,4,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,1,0,1,1,1,1,2,1,1,2,1
solcap_snp_c2_49604,chr08,52338722,0,0,1,0,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,1,0
solcap_snp_c2_52025,chr08,52519768,4,3,3,4,4,3,4,4,3,4,4,3,4,3,4,4,3,4,3,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,4,4,4,3,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,3,4,4,3,4,4,3,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,3,4,4,3,3
PotVar0096167,chr08,52574111,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,2,0,0,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,2,2,1,0,0,2,2,1,0,3,2,1,1,3,1,1,0,1,1,1,0,0,3,1,1,1,0,1,0,2,1,1,0,1,1,1,1,1,2,0,1,2,3,2,2,1,1,1,2,1,2,1,1,1,1,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,1,0,0,2,1,2,1,0,2,1,0,2,1,1
PotVar0096178,chr08,52574242,2,2,2,1,1,1,1,2,0,1,1,0,0,2,1,2,2,2,1,3,3,1,1,1,2,2,2,1,2,3,2,3,1,4,2,2,2,2,2,2,2,0,1,3,0,2,2,2,4,3,2,2,2,2,0,1,2,1,1,2,2,2,1,1,3,2,1,0,3,1,1,1,1,2,2,2,3,2,1,1,0,1,1,1,2,1,1,0,1,1,2,1,1,2,3,1,2,2,2,2,0,2,2,3,2,2,2,3,3,3,3,3,2,3,2,3,3,2,2,1,4,1,3,3,1,2,0,1,2,1,1,2,1,2,2
solcap_snp_c1_16440,chr08,52577575,4,3,4,2,3,3,2,3,3,4,2,3,1,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
PotVar0096216,chr08,52624009,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,4,4,4,2,4,3,4,3,4,4,4,4,4,3,4,4,3,3,3,3,2,2,3,4,4,2,2,3,4,1,2,4,3,1,3,3,4,3,3,3,4,4,1,4,3,3,4,3,4,2,3,3,4,3,3,3,3,3,2,4,3,2,1,2,2,3,3,3,2,3,2,3,3,3,3,4,3,2,4,3,3,4,4,4,4,4,4,4,4,4,4,3,2,4,1,4,3,4,4,2,3,2,3,4,2,3,4,2,3,3
PotVar0096222,chr08,52624341,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,4,4,3,2,4,4,4,3,2,4,3,4,3,4,4,3,3,4,3,4,2,4,4,4,4,4,4,4,4,2,4,4,3,2,4,4,4,2,2,4,4,3,3,3,3,3,2,2,3,3,4,3,4,3,2,3,2,3,3,4,4,2,4,3,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,3,3,3,3,3,2,3,2,3,4,4,4,4,4,4,4,3,4,3,3,3,2,4,4,3,4,4,4
solcap_snp_c1_10397,chr08,52783598,2,2,2,2,2,1,2,3,1,1,1,1,1,2,2,2,2,2,1,3,3,1,1,1,2,1,2,1,2,2,2,2,1,4,2,2,2,1,2,2,1,0,1,2,1,2,2,2,4,3,2,2,2,2,0,1,2,1,1,2,2,2,1,1,3,2,1,0,3,1,1,1,1,2,2,2,3,2,1,1,0,1,1,1,2,1,1,0,1,1,2,1,1,2,3,1,2,2,2,2,0,2,1,2,2,1,1,3,2,1,2,1,2,3,2,2,3,2,2,1,4,1,3,3,1,2,0,1,1,1,1,2,1,2,2
solcap_snp_c2_34710,chr08,52840155,4,3,3,4,4,3,4,4,3,4,4,3,3,3,4,4,3,4,3,4,4,4,4,3,3,3,4,4,3,4,3,4,4,4,3,4,4,3,3,3,3,3,3,3,4,4,4,4,4,3,4,4,3,4,3,4,3,3,4,3,3,4,4,3,3,4,3,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,4,3,4,3,3,3,3,3,3,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4,4,3,4,3,3,3
solcap_snp_c2_34705,chr08,52840407,4,3,4,2,3,3,2,3,3,4,2,3,2,4,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
solcap_snp_c2_34698,chr08,52857587,2,2,2,2,2,3,2,1,3,3,3,3,3,2,2,2,2,2,3,1,1,3,3,3,2,2,2,2,2,2,2,1,3,0,2,2,2,2,2,2,3,4,3,2,3,2,2,2,0,1,2,2,2,2,4,3,2,3,3,2,2,2,3,3,1,2,3,4,1,3,3,3,3,2,2,2,2,2,3,3,4,3,3,3,2,3,3,4,3,3,2,3,3,2,2,3,2,2,2,2,4,2,3,1,2,3,3,1,2,2,1,2,2,1,2,2,1,2,2,3,0,3,1,1,3,2,4,3,3,3,3,2,3,2,2
solcap_snp_c2_34717,chr08,53000563,2,2,2,2,2,1,2,3,1,1,1,1,1,2,2,2,2,2,1,3,3,1,1,1,2,2,2,2,2,2,2,3,1,4,2,2,2,2,2,2,1,0,1,2,1,2,2,2,4,3,2,2,2,2,0,1,2,1,1,2,2,2,1,1,3,2,1,0,3,1,1,1,1,2,2,2,3,2,1,1,0,1,1,1,2,1,1,0,1,1,2,1,1,2,3,1,2,2,2,2,0,2,1,2,2,1,1,2,2,1,3,1,3,3,2,2,3,2,2,1,4,1,3,2,1,2,0,1,1,1,1,2,1,2,2
PotVar0096296,chr08,53049607,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
PotVar0096433,chr08,53051919,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4
solcap_snp_c2_36731,chr08,53441630,0,1,0,2,1,0,1,1,1,0,3,1,1,0,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,2,0,1,1,1,1
solcap_snp_c2_36736,chr08,53453285,0,2,1,2,1,1,1,1,2,0,3,2,2,1,2,2,2,2,2,1,0,3,0,2,2,2,1,1,1,1,2,0,2,0,1,2,1,2,2,2,2,4,1,2,2,2,2,2,0,1,2,1,2,0,2,3,2,1,1,1,2,0,1,2,1,2,2,1,0,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,3,3,2,0,0,2,2,0,3,1,2,1,1,4,1,3,1,2,2,2,1,0,0,0,0,0,0,1,1,1,2,2,2,0,2,1,0,3,1,2,3,3,3,3,1,3,2,1
solcap_snp_c2_36737,chr08,53453362,0,2,1,2,1,1,1,1,2,0,3,2,2,1,2,2,2,2,2,1,0,3,0,2,2,2,1,2,1,1,2,0,2,0,1,2,1,2,2,2,2,4,1,2,2,2,2,2,0,1,2,1,2,0,2,3,2,1,1,1,2,0,1,2,1,2,2,1,0,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,1,1,3,3,3,0,0,2,2,0,3,1,2,1,1,4,1,3,1,2,2,2,1,0,0,0,0,0,0,1,1,1,2,2,2,0,2,1,0,3,1,2,3,3,3,3,1,3,2,1
solcap_snp_c1_10945,chr08,53470660,4,3,4,2,3,4,3,3,3,4,1,3,3,4,2,2,3,2,3,3,4,2,4,3,2,4,4,4,3,4,3,4,2,4,4,4,4,4,3,4,3,3,4,3,3,2,2,3,4,4,2,3,3,4,3,2,4,3,3,4,3,4,3,4,3,4,4,3,4,3,3,4,4,4,2,3,3,4,3,3,3,3,3,2,4,3,3,1,2,2,4,4,3,2,4,2,4,3,4,3,4,3,2,4,3,2,4,4,4,4,4,3,4,4,4,3,3,2,4,2,4,4,4,4,2,3,3,2,4,2,3,4,2,3,4
solcap_snp_c2_36741,chr08,53477613,3,2,3,2,3,3,3,3,2,4,1,2,2,3,2,2,2,2,2,3,3,2,3,2,2,2,2,3,3,3,3,3,2,3,3,3,3,2,2,2,2,2,3,3,2,3,3,3,3,3,2,3,3,2,2,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3,3,3,2,3,3,2,3,2,3,2,3,2,2,3,3,3,2,2,3,3,3,2,2,3,3,3,3,2,3,2,3,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,2,3,3,2,3,2,2,3,2,3,3
solcap_snp_c2_36745,chr08,53509230,1,2,1,2,1,1,1,1,2,0,3,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,1,1,1,1,2,1,2,2,3,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2,3,2,1,1,1,3,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,1,1,1,1,0,1,1,1,1,2,2,2,1,1,1,1,2,0,1,2,1,2,2,1,2,1,2
solcap_snp_c2_36748,chr08,53509457,2,2,2,2,1,1,1,1,3,2,3,3,2,1,2,2,2,2,3,1,1,3,2,3,2,2,2,2,1,2,2,1,3,0,1,2,1,2,2,2,2,4,2,2,2,2,2,2,1,1,2,1,2,1,2,3,1,2,1,1,2,1,2,2,1,2,3,2,1,2,3,3,1,1,2,2,1,2,2,3,3,3,3,2,2,3,1,3,3,3,1,0,3,2,1,3,1,2,1,2,4,2,3,1,2,3,3,1,2,2,1,2,1,1,1,2,1,2,2,2,0,1,1,1,3,2,3,3,3,3,3,2,3,2,1
PotVar0100092,chr08,53538513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PotVar0100113,chr08,53538901,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,1,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,2,2,0,0,0,1,0,1,1,1,1,1,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,1,0,0,0
PotVar0100132,chr08,53539096,2,2,1,2,1,2,2,1,3,2,3,3,2,1,2,2,2,2,3,1,2,3,2,3,2,2,2,2,1,2,3,1,3,0,1,2,1,2,2,3,2,4,2,2,2,2,2,2,1,1,2,1,2,1,2,3,1,2,1,1,2,1,2,2,1,2,3,1,1,2,3,3,1,1,2,2,1,2,2,3,3,3,3,2,2,3,1,3,3,2,1,0,3,2,1,3,1,2,1,2,4,2,3,1,2,3,3,1,2,2,1,2,1,1,1,2,1,2,2,2,0,1,1,1,3,2,3,3,3,3,3,2,3,2,1
PotVar0100147,chr08,53539412,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,4,3,2,4,4,4,3,4,2,4,2,4,4,4,4,4,3,4,3,3,4,3,3,2,2,3,4,4,2,3,3,4,3,2,4,3,3,4,3,4,3,4,3,4,4,3,4,3,3,4,4,4,2,3,3,4,3,3,3,3,3,3,4,3,3,1,2,2,4,4,3,2,4,2,4,3,4,3,4,3,2,4,3,2,4,4,4,4,4,3,4,4,4,3,3,2,4,2,4,4,4,4,2,3,3,2,4,2,3,4,2,3,4
PotVar0100184,chr08,53539893,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
